,county,irrig07,irrig12,irrHarv07,irrHarv12,cropland07,cropland12,pasture07,pasture12,irrig12_a,,irrigRatio12,Irrigated Crop Intensity
1786,New Jersey\Mercer,1028,1073,0,0,15358,12395,0,0,1073,1073,0.086567164,0
379,Georgia\Bartow,2982,2214,0,0,24521,25598,0,0,2214,2214,0.086491132,0
1294,Michigan\Otsego,399,1233,386,0,15725,14295,13,0,1233,1233,0.086253935,0
1812,New Mexico\Lincoln,3746,1974,0,437,9323,5070,0,1537,437,437,0.086193294,1
310,Florida\Calhoun,1455,1647,1300,1625,16553,18907,155,22,1625,1625,0.085947004,1
1415,Mississippi\Forrest,1043,845,0,0,15117,9833,0,0,845,845,0.085935116,0
2323,Rhode Island\Kent,174,181,174,165,2496,1924,0,16,165,165,0.085758836,1
2609,Texas\Erath,12101,12337,11200,10629,165049,124379,901,1708,10629,10629,0.085456548,1
1489,Missouri\Bollinger,11963,6758,11963,0,94087,79312,0,0,6758,6758,0.085207787,0
2601,Texas\Dimmit,5519,4794,2315,3765,29108,44329,3204,1029,3765,3765,0.084933114,1
820,Iowa\Harrison,31237,29074,0,29041,313508,343292,0,33,29041,29041,0.084595621,1
1947,North Carolina\Lee,1545,1255,1402,1255,18553,15012,143,0,1255,1255,0.083599787,1
2838,Virginia\Accomack,6508,5370,6508,5370,76576,64271,0,0,5370,5370,0.083552458,1
1931,North Carolina\Gates,2702,3774,2582,3769,49821,45189,120,5,3769,3769,0.083405253,1
1385,Minnesota\Swift,31382,27123,31382,27123,348228,326631,0,0,27123,27123,0.083038658,1
2237,Oregon\Lincoln,840,425,538,0,5717,5137,302,0,425,425,0.082733113,0
1441,Mississippi\Lowndes,503,4772,503,4728,62852,57259,0,44,4728,4728,0.082572172,1
301,Delaware\New Castle,2711,4630,0,4622,51913,56074,0,8,4622,4622,0.082426793,1
1741,Nebraska\Washington,18479,17279,18435,0,188129,209813,44,0,17279,17279,0.082354287,0
1643,Montana\Stillwater,28721,21557,18384,15418,234618,187311,10337,6139,15418,15418,0.082312304,1
1266,Michigan\Kent,9159,9986,9137,9890,131529,120547,22,96,9890,9890,0.082042689,1
721,Indiana\Jasper,22584,21052,0,21044,315634,256664,0,8,21044,21044,0.081990462,1
727,Indiana\Kosciusko,28007,18043,27997,17997,218735,219587,10,46,17997,17997,0.081958404,1
294,Connecticut\Middlesex,682,633,0,0,7406,7728,0,0,633,633,0.081909938,0
488,Georgia\Putnam,517,789,0,0,12406,9640,0,0,789,789,0.081846473,0
1314,Minnesota\Benton,14567,11486,0,11364,136884,139942,0,122,11364,11364,0.081205071,1
1253,Michigan\Grand Traverse,1911,2957,0,2953,41123,36373,0,4,2953,2953,0.081186594,1
1677,Nebraska\Deuel,17853,17382,17536,17382,231828,216103,317,0,17382,17382,0.080433867,1
2221,Oregon\Columbia,2535,1885,1680,1451,21385,18048,855,434,1451,1451,0.08039672,1
632,Illinois\Lawrence,15694,13584,15694,0,179068,169332,0,0,13584,13584,0.080221104,0
313,Florida\Clay,913,579,812,418,5706,5229,101,161,418,418,0.079938803,1
2643,Texas\Hemphill,5309,3183,0,0,75609,39835,0,0,3183,3183,0.079904607,0
312,Florida\Citrus,1375,669,1293,579,9684,7259,82,90,579,579,0.079763053,1
1200,Maryland\Kent,7899,8343,0,0,101394,104639,0,0,8343,8343,0.079731267,0
2358,South Carolina\Lee,4322,7414,4216,0,92786,93164,106,0,7414,7414,0.079580095,0
1959,North Carolina\New Hanover,105,96,0,0,3174,1208,0,0,96,96,0.079470199,0
957,Kansas\Rice,24656,28597,24656,28597,338841,360927,0,0,28597,28597,0.079232088,1
1656,Nebraska\Banner,16056,15173,15287,0,169408,191550,769,0,15173,15173,0.079211694,0
1358,Minnesota\Morrison,18468,20273,18140,20175,250674,256103,328,98,20175,20175,0.078776898,1
2327,South Carolina,132439,159239,123413,154682,2151219,1967288,9026,4557,154682,154682,0.078627024,1
2554,Texas\Borden,2150,4958,0,0,93814,63061,0,0,4958,4958,0.078622286,0
1985,North Carolina\Vance,1492,1552,1367,1530,20134,19470,125,22,1530,1530,0.078582435,1
529,Georgia\Wilkinson,16,463,16,375,9511,4795,0,88,375,375,0.078206465,1
1628,Montana\Musselshell,8971,11429,0,9703,148889,124200,0,1726,9703,9703,0.078123994,1
2164,Oklahoma\Grady,8465,14337,8112,14252,208212,182713,353,85,14252,14252,0.078002113,1
1311,Minnesota\Anoka,2452,2568,2364,0,30107,32950,88,0,2568,2568,0.077936267,0
2781,Texas\Wilbarger,15507,15702,14387,15260,237323,196566,1120,442,15260,15260,0.077632958,1
617,Illinois\Henderson,16567,10930,16567,10930,143657,141710,0,0,10930,10930,0.077129349,1
1206,Maryland\Talbot,3509,7572,0,7572,87107,98180,0,0,7572,7572,0.07712365,1
1480,Missouri,1199981,1180886,1190101,1174543,16405595,15259319,9880,6343,1174543,1174543,0.076972177,1
2350,South Carolina\Greenville,1760,1612,1663,1586,26664,20626,97,26,1586,1586,0.076893242,1
1225,Michigan,500428,592243,496295,589020,7803643,7669071,4133,3223,589020,589020,0.076804609,1
70,Alaska\Anchorage,1724,1316,1711,0,17048,17148,13,0,1316,1316,0.076743644,0
2490,Tennessee\Lauderdale,4931,13165,4931,0,162700,172488,0,0,13165,13165,0.07632415,0
1635,Montana\Prairie,14500,9240,14064,9100,151102,119332,436,140,9100,9100,0.076257835,1
1954,North Carolina\Mecklenburg,399,452,350,452,8412,5930,49,0,452,452,0.076222597,1
749,Indiana\Posey,8806,16426,8806,16426,186790,215660,0,0,16426,16426,0.076166188,1
1903,North Carolina\Bladen,11109,4609,8561,4022,70602,52879,2548,587,4022,4022,0.07606044,1
2,Alabama\Baldwin,10159,7678,9999,7668,103036,100901,160,10,7668,7668,0.075995283,1
444,Georgia\Hart,1542,1643,1528,1643,28844,21653,14,0,1643,1643,0.075878631,1
1976,North Carolina\Sampson,29174,16295,25074,13534,210704,179337,4100,2761,13534,13534,0.075466858,1
2657,Texas\Jackson,8852,13077,8352,11408,198778,151812,500,1669,11408,11408,0.075145575,1
1971,North Carolina\Richmond,738,1458,520,1458,18480,19435,218,0,1458,1458,0.075019295,1
1186,Maryland,92805,104910,91926,104451,1405442,1396144,879,459,104451,104451,0.074813916,1
2556,Texas\Bowie,3393,5909,0,5803,96206,77845,0,106,5803,5803,0.074545571,1
2673,Texas\Kinney,2622,1234,2019,0,11632,16630,603,0,1234,1234,0.074203247,0
3128,Wyoming\Weston,6593,4229,0,4229,49282,57046,0,0,4229,4229,0.074133156,1
1496,Missouri\Cape Girardeau,18347,11589,0,11589,202882,157336,0,0,11589,11589,0.07365765,1
734,Indiana\Marshall,8606,13424,8531,13323,155981,181845,75,101,13323,13323,0.073265693,1
645,Illinois\Massac,8076,6092,0,6092,65005,83297,0,0,6092,6092,0.073135887,1
892,Kansas\Cloud,17932,15234,17932,15234,253789,208841,0,0,15234,15234,0.072945447,1
633,Illinois\Lee,21662,25398,0,25398,377611,348914,0,0,25398,25398,0.072791576,1
1957,North Carolina\Moore,2391,1592,2010,1387,26461,19189,381,205,1387,1387,0.072280994,1
1933,North Carolina\Granville,2653,2039,2602,2013,39775,27873,51,26,2013,2013,0.072220428,1
2145,Oklahoma\Bryan,9492,8066,7663,8066,167272,111828,1829,0,8066,8066,0.072128626,1
368,Florida\Wakulla,282,162,243,144,2014,1998,39,18,144,144,0.072072072,1
2382,South Dakota\Buffalo,1530,6263,1530,6263,73824,86974,0,0,6263,6263,0.072010026,1
2479,Tennessee\Haywood,5193,14184,5193,0,196282,197034,0,0,14184,14184,0.071987576,0
2322,Rhode Island\Bristol,119,78,119,78,1072,1086,0,0,78,78,0.071823204,1
49,Alabama\Mobile,3541,2754,3359,2627,44155,36600,182,127,2627,2627,0.071775956,1
2520,Tennessee\Shelby,1743,4329,1714,0,68704,60391,29,0,4329,4329,0.071682867,0
387,Georgia\Bulloch,7762,7791,7244,0,118760,108902,518,0,7791,7791,0.071541386,0
1808,New Mexico\Guadalupe,2330,3841,1252,1258,13175,17700,1078,2583,1258,1258,0.071073446,1
835,Iowa\Louisa,9449,9907,9449,9907,153487,139524,0,0,9907,9907,0.071005705,1
1110,Louisiana\Beauregard,1578,3093,1555,3017,44257,42641,23,76,3017,3017,0.0707535,1
1209,Maryland\Worcester,5234,5047,5208,5047,75405,71339,26,0,5047,5047,0.070746716,1
2697,Texas\Mason,4207,2975,2847,2044,57098,28907,1360,931,2044,2044,0.070709517,1
391,Georgia\Camden,199,72,0,0,3335,1028,0,0,72,72,0.070038911,0
230,Colorado\Baca,55679,62564,0,60638,718687,872603,0,1926,60638,60638,0.069490937,1
1217,Massachusetts\Hampden,1154,864,1135,768,12984,11066,19,96,768,768,0.069401771,1
2552,Texas\Bexar,14091,8271,9999,6146,124952,89092,4092,2125,6146,6146,0.06898487,1
1630,Montana\Petroleum,15763,11177,0,10900,100909,158270,0,277,10900,10900,0.068869653,1
2701,Texas\Menard,2101,1534,1792,1415,22731,20653,309,119,1415,1415,0.068513049,1
1891,New York\Westchester,151,146,0,99,2512,1450,0,47,99,99,0.068275862,1
1911,North Carolina\Caswell,1472,1682,0,0,37941,24763,0,0,1682,1682,0.067923919,0
2550,Texas\Bee,5738,5131,5262,4780,104923,70387,476,351,4780,4780,0.067910268,1
2606,Texas\Edwards,923,1098,630,880,24872,13014,293,218,880,880,0.067619487,1
460,Georgia\Liberty,46,40,13,40,1212,592,33,0,40,40,0.067567568,1
1598,Montana\Blaine,61782,50472,51033,42086,673822,626786,10749,8386,42086,42086,0.067145724,1
2856,Virginia\Charles City,739,1435,0,1435,18353,21393,0,0,1435,1435,0.067078016,1
2390,South Dakota\Custer,3612,3140,3145,0,87234,46911,467,0,3140,3140,0.06693526,0
2498,Tennessee\Madison,1529,7891,0,7891,134447,117891,0,0,7891,7891,0.066934711,1
3061,Wisconsin\Juneau,8785,7362,0,7267,111635,108817,0,95,7267,7267,0.066781845,1
1986,North Carolina\Wake,3764,3206,3630,2964,45922,44387,134,242,2964,2964,0.066776308,1
1977,North Carolina\Scotland,974,2211,0,2211,33834,33386,0,0,2211,2211,0.066225364,1
307,Florida\Bradford,156,696,91,604,8537,9165,65,92,604,604,0.065902891,1
1179,Maine\Penobscot,1752,2340,1748,0,47091,35578,4,0,2340,2340,0.065770982,0
2276,Pennsylvania\Delaware,36,80,36,80,1646,1218,0,0,80,80,0.065681445,1
729,Indiana\Lake,9684,8108,9684,8108,121424,124208,0,0,8108,8108,0.065277599,1
976,Kansas\Wabaunsee,7069,7019,7069,7019,127540,107629,0,0,7019,7019,0.065214766,1
1920,North Carolina\Cumberland,3375,3357,3191,3106,44614,47742,184,251,3106,3106,0.06505802,1
136,Arkansas\Miller,1601,5512,1601,0,101233,85317,0,0,5512,5512,0.064606116,0
1270,Michigan\Leelanau,1499,2165,1496,2148,33682,33270,3,17,2148,2148,0.064562669,1
1169,Maine,20994,30887,20799,30811,529253,477343,195,76,30811,30811,0.064546877,1
1276,Michigan\Manistee,2262,1295,2262,0,24835,20081,0,0,1295,1295,0.06448882,0
41,Alabama\Lee,793,894,689,785,13903,12175,104,109,785,785,0.064476386,1
2530,Tennessee\Warren,6808,5389,0,0,91434,83668,0,0,5389,5389,0.064409332,0
1215,Massachusetts\Essex,885,615,817,591,12221,9183,68,24,591,591,0.064358053,1
2220,Oregon\Clatsop,952,688,388,342,7203,5318,564,346,342,342,0.064309891,1
1384,Minnesota\Stevens,16498,19116,0,19116,318989,297309,0,0,19116,19116,0.064296742,1
287,Colorado\Washington,37553,46992,35726,44961,854392,699683,1827,2031,44961,44961,0.0642591,1
1958,North Carolina\Nash,6493,5992,5723,5866,94692,91474,770,126,5866,5866,0.064127512,1
2343,South Carolina\Darlington,4134,7334,4084,7281,115414,113684,50,53,7281,7281,0.064045952,1
1925,North Carolina\Duplin,25281,11721,20582,9928,159329,155023,4699,1793,9928,9928,0.06404211,1
1150,Louisiana\St. Helena,135,1437,135,1087,17078,17006,0,350,1087,1087,0.063918617,1
2142,Oklahoma\Beaver,28512,24597,23889,22427,394934,351901,4623,2170,22427,22427,0.063730993,1
2969,Washington\Stevens,14950,6690,8601,5639,88344,88785,6349,1051,5639,5639,0.063512981,1
395,Georgia\Charlton,111,105,111,98,3205,1545,0,7,98,98,0.063430421,1
1929,North Carolina\Franklin,5343,3756,4797,0,49161,59501,546,0,3756,3756,0.063124989,0
291,Connecticut\Fairfield,245,314,233,0,6646,4979,12,0,314,314,0.063064872,0
908,Kansas\Geary,2979,3619,2979,3619,60488,57871,0,0,3619,3619,0.06253564,1
915,Kansas\Hamilton,24767,30926,0,30398,455222,486430,0,528,30398,30398,0.062492034,1
2648,Texas\Hood,4336,2821,3881,2708,80768,43336,455,113,2708,2708,0.062488462,1
1602,Montana\Cascade,35558,33414,28274,26715,506643,427698,7284,6699,26715,26715,0.062462298,1
2728,Texas\Randall,19791,15880,18204,15632,270137,250837,1587,248,15632,15632,0.062319355,1
2367,South Carolina\Richland,1425,1951,0,1937,23472,31107,0,14,1937,1937,0.062268943,1
518,Georgia\Walton,843,923,755,886,19323,14253,88,37,886,886,0.062162352,1
2964,Washington\San Juan,393,343,311,0,9033,5522,82,0,343,343,0.062115176,0
1927,North Carolina\Edgecombe,6674,5870,6563,5611,103474,90377,111,259,5611,5611,0.06208438,1
1136,Louisiana\Livingston,428,329,417,0,8879,5304,11,0,329,329,0.062028658,0
1963,North Carolina\Pamlico,913,2438,0,2438,40538,39386,0,0,2438,2438,0.061900168,1
422,Georgia\Effingham,44,1073,44,0,14725,17363,0,0,1073,1073,0.061798076,0
2324,Rhode Island\Newport,581,494,581,400,5694,6482,0,94,400,400,0.061709349,1
2355,South Carolina\Kershaw,1438,1134,866,1029,23318,16701,572,105,1029,1029,0.061613077,1
2655,Texas\Irion,1256,713,1090,660,7500,10740,166,53,660,660,0.061452514,1
2959,Washington\Mason,1196,777,438,290,6075,4754,758,487,290,290,0.061001262,1
2342,South Carolina\Colleton,2630,2824,2356,2790,37471,45862,274,34,2790,2790,0.060834678,1
1171,Maine\Aroostook,10836,11404,10813,11404,200205,187479,23,0,11404,11404,0.060828146,1
290,Connecticut,9901,9272,9738,9149,163686,151144,163,123,9149,9149,0.060531678,1
2879,Virginia\Hanover,3188,3338,3119,3331,56034,55173,69,7,3331,3331,0.060373734,1
2751,Texas\Starr,6463,8583,5006,7907,173150,131272,1457,676,7907,7907,0.060233713,1
1185,Maine\York,1309,1272,1309,1260,21989,20995,0,12,1260,1260,0.060014289,1
1770,New Hampshire\Hillsborough,821,681,0,664,13074,11072,0,17,664,664,0.059971098,1
1391,Minnesota\Washington,3381,3504,3345,0,57503,58485,36,0,3504,3504,0.059912798,0
1238,Michigan\Calhoun,9274,10662,9227,10506,175143,175599,47,156,10506,10506,0.059829498,1
1867,New York\Orange,4560,2734,4363,0,46268,45794,197,0,2734,2734,0.059702144,0
1343,Minnesota\Kandiyohi,17509,20986,17396,0,348963,354055,113,0,20986,20986,0.059273277,0
2345,South Carolina\Dorchester,1845,2062,1787,2045,37410,34532,58,17,2045,2045,0.059220433,1
305,Florida\Baker,699,303,0,260,4695,4402,0,43,260,260,0.059064062,1
1926,North Carolina\Durham,284,382,284,0,8433,6504,0,0,382,382,0.058733087,0
2439,South Dakota\Yankton,10707,15530,10707,15530,249268,265001,0,0,15530,15530,0.058603552,1
2178,Oklahoma\Le Flore,9398,6079,9160,6079,154956,103734,238,0,6079,6079,0.058601808,1
2189,Oklahoma\Muskogee,8154,7304,7468,7027,144973,120201,686,277,7027,7027,0.058460412,1
2366,South Carolina\Pickens,779,787,710,756,17860,12985,69,31,756,756,0.058221024,1
1988,North Carolina\Washington,3177,4400,0,4400,82707,75854,0,0,4400,4400,0.05800617,1
3035,Wisconsin\Barron,10333,11737,0,11730,207201,202890,0,7,11730,11730,0.057814579,1
1613,Montana\Glacier,30704,34064,28475,30371,552364,525608,2229,3693,30371,30371,0.057782606,1
2434,South Dakota\Todd,8519,7220,8519,7220,139607,125212,0,0,7220,7220,0.057662205,1
1509,Missouri\Dade,8621,6519,0,0,127080,113406,0,0,6519,6519,0.057483731,0
470,Georgia\Meriwether,765,919,0,919,22228,16011,0,0,919,919,0.057398039,1
667,Illinois\Scott,5547,7034,5547,7034,108960,122771,0,0,7034,7034,0.057293661,1
1633,Montana\Powder River,10039,9861,0,9837,178104,171713,0,24,9837,9837,0.057287451,1
3079,Wisconsin\Pepin,1470,3583,1470,3577,67504,63018,0,6,3577,3577,0.05676156,1
2616,Texas\Fort Bend,8339,10309,6561,7669,152112,135854,1778,2640,7669,7669,0.056450307,1
2916,Virginia\Rockingham,4808,5645,0,0,114523,100455,0,0,5645,5645,0.056194316,0
424,Georgia\Emanuel,7626,3657,7626,3657,54865,65097,0,0,3657,3657,0.056177704,1
244,Colorado\Douglas,3453,1686,3136,1309,35067,23303,317,377,1309,1309,0.056173025,1
909,Kansas\Gove,17735,21050,0,20664,371343,368918,0,386,20664,20664,0.056012447,1
