Date,ColonCol Size,y  AdultDrones,AdultWkr,Forgr,Drones Brood,WkrBrood,DronLarv,e  WkrLarv,DroneEggs,WkrEggs,ColonyPollen,ColonyNectar
5/3/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/4/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/5/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/6/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/7/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/8/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/9/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/10/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/11/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/12/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/13/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/14/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/15/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/16/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/17/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/18/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/19/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/20/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/21/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/22/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/23/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/24/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/25/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/26/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/27/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/28/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/29/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/30/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/31/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/1/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/2/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/3/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/4/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/5/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/6/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/7/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/8/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/9/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/10/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/11/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/12/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/13/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/14/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/15/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/16/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/17/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/18/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/19/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/20/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/21/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/22/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/23/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/24/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/25/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/26/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/27/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/28/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/29/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/30/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/1/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/2/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/3/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/4/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/5/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/6/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/7/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/8/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/9/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/10/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/11/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/12/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/13/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/14/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/15/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/16/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/17/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/18/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/19/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/20/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/21/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/22/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/23/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/24/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/25/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/26/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/27/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/28/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/29/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/30/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
7/31/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/1/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/2/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/3/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/4/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/5/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/6/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/7/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/8/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/9/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/10/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/11/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/12/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/13/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/14/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/15/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/16/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/17/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/18/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/19/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/20/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/21/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/22/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/23/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/24/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/25/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/26/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/27/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/28/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/29/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/30/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
8/31/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/1/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/2/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/3/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/4/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/5/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/6/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/7/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/8/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/9/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/10/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/11/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/12/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/13/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/14/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/15/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/16/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/17/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/18/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/19/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/20/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/21/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/22/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/23/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/24/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/25/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/26/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/27/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/28/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/29/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
9/30/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/1/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/2/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/3/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/4/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/5/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/6/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/7/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/8/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/9/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/10/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/11/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/12/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/13/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/14/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/15/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/16/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/17/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/18/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/19/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/20/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/21/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/22/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/23/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/24/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/25/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/26/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/27/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/28/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/29/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/30/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
10/31/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/1/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/2/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/3/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/4/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/5/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/6/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/7/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/8/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/9/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/10/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/11/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/12/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/13/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/14/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/15/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/16/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/17/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/18/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/19/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/20/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/21/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/22/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/23/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/24/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/25/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/26/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/27/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/28/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/29/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
11/30/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/1/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/2/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/3/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/4/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/5/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/6/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/7/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/8/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/9/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/10/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/11/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/12/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/13/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/14/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/15/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/16/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/17/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/18/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/19/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/20/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/21/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/22/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/23/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/24/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/25/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/26/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/27/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/28/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/29/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/30/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
12/31/13,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/1/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/2/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/3/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/4/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/5/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/6/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/7/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/8/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/9/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/10/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/11/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/12/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/13/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/14/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/15/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/16/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/17/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/18/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/19/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/20/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/21/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/22/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/23/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/24/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/25/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/26/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/27/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/28/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/29/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/30/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
1/31/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/1/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/2/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/3/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/4/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/5/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/6/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/7/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/8/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/9/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/10/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/11/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/12/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/13/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/14/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/15/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/16/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/17/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/18/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/19/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/20/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/21/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/22/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/23/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/24/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/25/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/26/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/27/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
2/28/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/1/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/2/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/3/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/4/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/5/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/6/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/7/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/8/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/9/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/10/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/11/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/12/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/13/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/14/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/15/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/16/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/17/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/18/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/19/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/20/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/21/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/22/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/23/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/24/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/25/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/26/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/27/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/28/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/29/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/30/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
3/31/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/1/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/2/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/3/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/4/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/5/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/6/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/7/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/8/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/9/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/10/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/11/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/12/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/13/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/14/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/15/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/16/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/17/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/18/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/19/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/20/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/21/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/22/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/23/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/24/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/25/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/26/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/27/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/28/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/29/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
4/30/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/1/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/2/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/3/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/4/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/5/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/6/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/7/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/8/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/9/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/10/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/11/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/12/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/13/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/14/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/15/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/16/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/17/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/18/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/19/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/20/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/21/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/22/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/23/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/24/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/25/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/26/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/27/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/28/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/29/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/30/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
5/31/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/1/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/2/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
6/3/14,0,0,0,0,0,0,0,0,0,0,64201.7,135.9
