"location","vicid","state_fips","fips","state","county","vic_km2"
"47.28125_-120.09375",330447,53,53007,"WA","Chelan County",32.76945
"47.34375_-119.53125",331384,53,53025,"WA","Grant County",32.73071
"47.34375_-120.03125",331376,53,53017,"WA","Douglas County",32.73071
"47.34375_-120.09375",331375,53,53017,"WA","Douglas County",32.73071
"47.34375_-120.15625",331374,53,53007,"WA","Chelan County",32.73071
"47.34375_-120.21875",331373,53,53007,"WA","Chelan County",32.73071
"47.34375_-120.28125",331372,53,53007,"WA","Chelan County",32.73071
"47.40625_-119.53125",332312,53,53025,"WA","Grant County",32.69194
"47.40625_-119.90625",332306,53,53017,"WA","Douglas County",32.69194
"47.40625_-120.15625",332302,53,53017,"WA","Douglas County",32.69194
"47.40625_-120.21875",332301,53,53017,"WA","Douglas County",32.69194
"47.40625_-120.28125",332300,53,53017,"WA","Douglas County",32.69194
"47.40625_-120.34375",332299,53,53007,"WA","Chelan County",32.69194
"47.46875_-120.28125",333228,53,53017,"WA","Douglas County",32.65313
"47.46875_-120.34375",333227,53,53007,"WA","Chelan County",32.65313
"47.46875_-120.40625",333226,53,53007,"WA","Chelan County",32.65313
"47.46875_-120.46875",333225,53,53007,"WA","Chelan County",32.65313
"47.53125_-120.28125",334156,53,53017,"WA","Douglas County",32.61429
"47.53125_-120.40625",334154,53,53007,"WA","Chelan County",32.61429
"47.53125_-120.46875",334153,53,53007,"WA","Chelan County",32.61429
"47.53125_-120.53125",334152,53,53007,"WA","Chelan County",32.61429
"47.53125_-120.59375",334151,53,53007,"WA","Chelan County",32.61429
"47.59375_-120.21875",335085,53,53017,"WA","Douglas County",32.5754
"47.59375_-120.59375",335079,53,53007,"WA","Chelan County",32.5754
"47.59375_-120.65625",335078,53,53007,"WA","Chelan County",32.5754
"47.65625_-120.21875",336013,53,53007,"WA","Chelan County",32.53647
"47.65625_-120.28125",336012,53,53007,"WA","Chelan County",32.53647
"47.71875_-120.15625",336942,53,53017,"WA","Douglas County",32.49751
"47.71875_-120.21875",336941,53,53007,"WA","Chelan County",32.49751
"47.71875_-120.34375",336939,53,53007,"WA","Chelan County",32.49751
"47.78125_-119.96875",337873,53,53017,"WA","Douglas County",32.45851
"47.78125_-120.03125",337872,53,53007,"WA","Chelan County",32.45851
"47.78125_-120.09375",337871,53,53007,"WA","Chelan County",32.45851
"47.78125_-120.15625",337870,53,53007,"WA","Chelan County",32.45851
"47.84375_-119.90625",338802,53,53017,"WA","Douglas County",32.41946
"47.84375_-119.96875",338801,53,53007,"WA","Chelan County",32.41946
"47.84375_-120.03125",338800,53,53007,"WA","Chelan County",32.41946
"47.84375_-120.09375",338799,53,53007,"WA","Chelan County",32.41946
"47.84375_-120.21875",338797,53,53007,"WA","Chelan County",32.41946
"47.90625_-119.90625",339730,53,53007,"WA","Chelan County",32.38038
"47.90625_-119.96875",339729,53,53007,"WA","Chelan County",32.38038
"47.90625_-120.09375",339727,53,53007,"WA","Chelan County",32.38038
"47.90625_-120.15625",339726,53,53007,"WA","Chelan County",32.38038
"47.90625_-120.21875",339725,53,53007,"WA","Chelan County",32.38038
"47.90625_-122.03125",339696,53,53061,"WA","Snohomish County",32.38038
"47.90625_-122.09375",339695,53,53061,"WA","Snohomish County",32.38038
"47.96875_-119.65625",340662,53,53017,"WA","Douglas County",32.34126
"47.96875_-119.90625",340658,53,53047,"WA","Okanogan County",32.34126
"47.96875_-122.15625",340622,53,53061,"WA","Snohomish County",32.34126
"48.03125_-119.53125",341592,53,53017,"WA","Douglas County",32.30211
"48.03125_-119.59375",341591,53,53047,"WA","Okanogan County",32.30211
"48.03125_-119.65625",341590,53,53047,"WA","Okanogan County",32.30211
"48.03125_-119.71875",341589,53,53017,"WA","Douglas County",32.30211
"48.03125_-119.78125",341588,53,53017,"WA","Douglas County",32.30211
"48.03125_-119.84375",341587,53,53017,"WA","Douglas County",32.30211
"48.03125_-119.90625",341586,53,53047,"WA","Okanogan County",32.30211
"48.03125_-119.96875",341585,53,53047,"WA","Okanogan County",32.30211
"48.09375_-119.53125",342520,53,53047,"WA","Okanogan County",32.26291
"48.09375_-119.59375",342519,53,53047,"WA","Okanogan County",32.26291
"48.09375_-119.65625",342518,53,53047,"WA","Okanogan County",32.26291
"48.09375_-119.71875",342517,53,53047,"WA","Okanogan County",32.26291
"48.09375_-119.78125",342516,53,53047,"WA","Okanogan County",32.26291
"48.09375_-119.84375",342515,53,53047,"WA","Okanogan County",32.26291
"48.09375_-119.90625",342514,53,53047,"WA","Okanogan County",32.26291
"48.09375_-119.96875",342513,53,53047,"WA","Okanogan County",32.26291
"48.09375_-120.03125",342512,53,53047,"WA","Okanogan County",32.26291
"48.15625_-119.65625",343446,53,53047,"WA","Okanogan County",32.22368
"48.15625_-119.71875",343445,53,53047,"WA","Okanogan County",32.22368
"48.15625_-119.78125",343444,53,53047,"WA","Okanogan County",32.22368
"48.15625_-120.03125",343440,53,53047,"WA","Okanogan County",32.22368
"48.21875_-119.71875",344373,53,53047,"WA","Okanogan County",32.1844
"48.28125_-119.65625",345302,53,53047,"WA","Okanogan County",32.14509
"48.28125_-119.71875",345301,53,53047,"WA","Okanogan County",32.14509
"48.34375_-119.59375",346231,53,53047,"WA","Okanogan County",32.10574
"48.34375_-119.65625",346230,53,53047,"WA","Okanogan County",32.10574
"48.34375_-119.71875",346229,53,53047,"WA","Okanogan County",32.10574
"48.40625_-119.46875",347161,53,53047,"WA","Okanogan County",32.06636
"48.40625_-119.53125",347160,53,53047,"WA","Okanogan County",32.06636
"48.40625_-119.59375",347159,53,53047,"WA","Okanogan County",32.06636
"48.40625_-120.15625",347150,53,53047,"WA","Okanogan County",32.06636
"48.46875_-119.46875",348089,53,53047,"WA","Okanogan County",32.02693
"48.46875_-119.53125",348088,53,53047,"WA","Okanogan County",32.02693
"48.46875_-119.59375",348087,53,53047,"WA","Okanogan County",32.02693
"48.65625_-119.46875",350873,53,53047,"WA","Okanogan County",31.90843
"48.65625_-119.53125",350872,53,53047,"WA","Okanogan County",31.90843
"48.71875_-119.40625",351802,53,53047,"WA","Okanogan County",31.86885
"48.71875_-119.46875",351801,53,53047,"WA","Okanogan County",31.86885
"48.78125_-119.40625",352730,53,53047,"WA","Okanogan County",31.82923
"48.78125_-119.46875",352729,53,53047,"WA","Okanogan County",31.82923
"48.78125_-119.53125",352728,53,53047,"WA","Okanogan County",31.82923
"48.78125_-119.65625",352726,53,53047,"WA","Okanogan County",31.82923
"48.84375_-119.40625",353658,53,53047,"WA","Okanogan County",31.78958
"48.84375_-119.53125",353656,53,53047,"WA","Okanogan County",31.78958
"48.84375_-119.59375",353655,53,53047,"WA","Okanogan County",31.78958
"48.90625_-119.40625",354586,53,53047,"WA","Okanogan County",31.74989
"48.90625_-119.46875",354585,53,53047,"WA","Okanogan County",31.74989
"48.90625_-119.59375",354583,53,53047,"WA","Okanogan County",31.74989
"48.96875_-119.40625",355514,53,53047,"WA","Okanogan County",31.71016
"48.96875_-119.46875",355513,53,53047,"WA","Okanogan County",31.71016
